,provider,title,name,preview,tree,group,abstract,keywords,legend,contact,endpoint,metadata,update,service,max_zoom,center_lat,center_lon,bbox,keywords_nlp,summary,lang_3,lang_2,metaquality
31535,KT_BE,"Verwaltungskreise, Fläche",ADMVERW_VERWKR_VW_31031,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31031||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31536,KT_BE,"Verwaltungskreise, Umriss",ADMVERW_VERWKR_VW_31805,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Umriss||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31805||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31537,KT_BE,"Verwaltungskreise, Linie",ADMVERW_VERWKRL_VW_31806,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKRL_VW_31806||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Linie",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31538,KT_BE,"Verwaltungskreise, Beschriftung",ADMVERW_VERWKR_VW_31804,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungskreise, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWKR_VW_31804||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungskreise, Flächen",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31539,KT_BE,"Verwaltungsregionen, Fläche",ADMVERW_VERWREG_VW_31803,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREG_VW_31803||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Flächen",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31540,KT_BE,"Verwaltungsregionen, Linie",ADMVERW_VERWREGL_VW_31027,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREGL_VW_31027||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Linie",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31541,KT_BE,"Verwaltungsregionen, Beschriftung",ADMVERW_VERWREG_VW_31028,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Verwaltungsregionen, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_VERWREG_VW_31028||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Verwaltungsregionen, Flächen",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31542,KT_BE,"Amtsbezirke, Fläche",ADMVERW_ABZGRZ_VW_4878,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Amtsbezirke, Fläche||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_ABZGRZ_VW_4878||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Amtsbezirke, Fläche",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31543,KT_BE,"Amtsbezirke, Linie",ADMVERW_ABZGRZL_VW_1646,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Amtsbezirke, Linie||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_ABZGRZL_VW_1646||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Amtsbezirke, Linie",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31544,KT_BE,"Amtsbezirke, Beschriftung",ADMVERW_ABZGRZ_VW_15383,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Amtsbezirke, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMVERW_ABZGRZ_VW_15383||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3","Amtsbezirke, Fläche",nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31545,KT_BE,Regierungsstatthalteramt Interlaken-Oberhasli,ADMRSTA_RSTA_VW_14603,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Interlaken-Oberhasli||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14603||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31546,KT_BE,Regierungsstatthalteramt Frutigen-Niedersimmental,ADMRSTA_RSTA_VW_14682,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Frutigen-Niedersimmental||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14682||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31547,KT_BE,Regierungsstatthalteramt Obersimmental-Saanen,ADMRSTA_RSTA_VW_15430,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Obersimmental-Saanen||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15430||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31548,KT_BE,Regierungsstatthalteramt Thun,ADMRSTA_RSTA_VW_14379,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Thun||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14379||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31549,KT_BE,Regierungsstatthalteramt Bern-Mittelland,ADMRSTA_RSTA_VW_15288,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Bern-Mittelland||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15288||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31550,KT_BE,Regierungsstatthalteramt Emmental,ADMRSTA_RSTA_VW_15140,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Emmental||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15140||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31551,KT_BE,Regierungsstatthalteramt Oberaargau,ADMRSTA_RSTA_VW_15335,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Oberaargau||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15335||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31552,KT_BE,Regierungsstatthalteramt Seeland,ADMRSTA_RSTA_VW_15336,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Seeland||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15336||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31553,KT_BE,Regierungsstatthalteramt Biel/Bienne,ADMRSTA_RSTA_VW_14141,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Biel/Bienne||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14141||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31554,KT_BE,Regierungsstatthalteramt Berner Jura,ADMRSTA_RSTA_VW_14465,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalteramt Berner Jura||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_14465||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31555,KT_BE,"Regierungsstatthalterämtergrenzen, Einzelansicht",ADMRSTA_RSTA_VW_15031,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämtergrenzen, Einzelansicht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15031||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31556,KT_BE,Regierungsstatthalterämter,ADMRSTA_RSTA_VW_15178,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämter||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15178||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31557,KT_BE,"Regierungsstatthalterämtergrenzen, Gesamtansicht",ADMRSTA_RSTA_VW_15333,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Regierungsstatthalterämtergrenzen, Gesamtansicht||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTA_VW_15333||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Regierungsstatthalterämter,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31558,KT_BE,Standard,ADMRSTA_RSTAA_VW_15334000,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Standard||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMRSTA_RSTAA_VW_15334000||1.3.0&E=2617649.3505494935&N=1187676.7863890172&zoom=3,nan,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,NAN,NA,25
31559,KT_BE,Römisch-katholische Kirchgemeinden,ADMKG_ROEMKATH_VW_8246,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_8246||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31560,KT_BE,Römisch-katholische Gesamtkirchgemeinden,ADMKG_ROEMKATH_VW_6561,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Gesamtkirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_6561||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31561,KT_BE,"Römisch-katholische Kirchgemeinden, Beschriftung",ADMKG_ROEMKATH_VW_20677,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Römisch-katholische Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_ROEMKATH_VW_20677||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der römisch-katholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31562,KT_BE,Christkatholische Kirchgemeinden,ADMKG_CHRKATH_VW_11580,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Christkatholische Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_CHRKATH_VW_11580||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der christkatholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31563,KT_BE,"Christkatholische Kirchgemeinden, Beschriftung",ADMKG_CHRKATH_VW_20675,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Christkatholische Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_CHRKATH_VW_20675||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der christkatholischen Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31564,KT_BE,Französischsprachige evangelisch-reformierte Kirchgemeinden,ADMKG_EVAREFOF_VW_6567,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Französischsprachige evangelisch-reformierte Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOF_VW_6567||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3,Administrativer Perimeter der französischsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31565,KT_BE,"Französischsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung",ADMKG_EVAREFOF_VW_20673,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Französischsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOF_VW_20673||1.3.0&E=2616886.5188824222&N=1187674.5931407753&zoom=3",Administrativer Perimeter der französischsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31566,KT_BE,Deutschsprachige evangelisch-reformierte Kirchgemeinden,ADMKG_EVAREFOD_VW_8201,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Deutschsprachige evangelisch-reformierte Kirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOD_VW_8201||1.3.0&E=2623765.1968767736&N=1184362.8043089702&zoom=3,Administrativer Perimeter der deutschsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31567,KT_BE,Deutschsprachige evangelisch-reformierte Gesamtkirchgemeinden,ADMKG_EVAREFOD_VW_4966,https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Deutschsprachige evangelisch-reformierte Gesamtkirchgemeinden||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOD_VW_4966||1.3.0&E=2623765.1968767736&N=1184362.8043089702&zoom=3,Administrativer Perimeter der deutschsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31568,KT_BE,"Deutschsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung",ADMKG_EVAREFOD_VW_20671,"https://map.geo.admin.ch/?bgLayer=ch.swisstopo.pixelkarte-grau&layers=WMS||Deutschsprachige evangelisch-reformierte Kirchgemeinden, Beschriftung||https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer?||ADMKG_EVAREFOD_VW_20671||1.3.0&E=2623765.1968767736&N=1184362.8043089702&zoom=3",Administrativer Perimeter der deutschsprachigen evangelisch-reformierten Kirchgemeinden des Kantons Bern gemäss [Verordnung über die bernischen Landeskirchen (LKV)]().,nan,nan,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wms/MapServer/WMSServer,n.a.,nan,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31569,KT_BE,Deutschsprachige evangelisch-reformierte Gesamtkirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_EVAREFOD_VW_4966,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31570,KT_BE,Deutschsprachige evangelisch-reformierte Kirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_EVAREFOD_VW_8201,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31571,KT_BE,Französischsprachige evangelisch-reformierte Kirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_EVAREFOF_VW_6567,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31572,KT_BE,Christkatholische Kirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_CHRKATH_VW_11580,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31573,KT_BE,Römisch-katholische Gesamtkirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_ROEMKATH_VW_6561,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31574,KT_BE,Römisch-katholische Kirchgemeinden,of_boundaries05_de_ms_wfs:ADMKG_ROEMKATH_VW_8246,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
31575,KT_BE,"Regierungsstatthalterämtergrenzen, Einzelansicht",of_boundaries05_de_ms_wfs:ADMRSTA_RSTA_VW_15031,n.a.,nan,nan,info.agi@be.ch,nan,n.a.,https://www.geoservice.apps.be.ch/geoservice3/services/a42geo/of_boundaries05_de_ms_wfs/MapServer/WFSServer,nan,nan,nan,nan,nan,nan,nan,nan,,summary,DEU,NA,25
